space,room_size,capacity,user_per_min,width1,width2,width3,width4,width5,no_of_openings_1,no_of_openings_2,no_of_openings_3,no_of_openings_4,no_of_openings_5
Conferences,150,100,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,60,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,60,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,60,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,60,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,60,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,60,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,60,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,72,1.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,72,1.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,72,1.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,72,1.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,72,1.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,72,1.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,72,1.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,90,1.5,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,90,1.5,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,90,1.5,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,90,1.5,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,90,1.5,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,90,1.5,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,90,1.5,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,120,2.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,120,2.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,120,2.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,120,2.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,120,2.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,120,2.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,120,2.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,132,2.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,132,2.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,132,2.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,132,2.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,132,2.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,132,2.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,132,2.2,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,144,2.4,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,144,2.4,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,144,2.4,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,144,2.4,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,144,2.4,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,144,2.4,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,144,2.4,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,180,3.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,150,100,180,3.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,175,117,180,3.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,200,133,180,3.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,400,267,180,3.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,500,333,180,3.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,750,500,180,3.0,0.0,0.0,0.0,0.0,True,False,False,False,False
Conferences,125,83,200,0.75,0.75,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,200,0.75,0.75,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,200,0.75,0.75,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,200,0.75,0.75,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,200,0.75,0.75,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,200,0.75,0.75,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,200,0.75,0.75,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,208,0.75,0.81,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,208,0.75,0.81,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,208,0.75,0.81,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,208,0.75,0.81,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,208,0.75,0.81,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,208,0.75,0.81,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,208,0.75,0.81,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,220,0.75,0.9,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,220,0.75,0.9,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,220,0.75,0.9,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,220,0.75,0.9,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,220,0.75,0.9,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,220,0.75,0.9,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,220,0.75,0.9,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,234,0.75,1.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,234,0.75,1.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,234,0.75,1.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,234,0.75,1.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,234,0.75,1.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,234,0.75,1.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,234,0.75,1.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,260,0.75,1.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,260,0.75,1.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,260,0.75,1.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,260,0.75,1.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,260,0.75,1.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,260,0.75,1.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,260,0.75,1.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,300,0.75,1.5,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,300,0.75,1.5,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,300,0.75,1.5,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,300,0.75,1.5,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,300,0.75,1.5,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,300,0.75,1.5,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,300,0.75,1.5,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,600,0.75,2.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,600,0.75,2.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,600,0.75,2.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,600,0.75,2.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,600,0.75,2.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,600,0.75,2.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,600,0.75,2.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,660,0.75,2.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,660,0.75,2.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,660,0.75,2.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,660,0.75,2.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,660,0.75,2.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,660,0.75,2.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,660,0.75,2.2,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,720,0.75,2.4,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,720,0.75,2.4,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,720,0.75,2.4,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,720,0.75,2.4,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,720,0.75,2.4,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,720,0.75,2.4,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,720,0.75,2.4,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,900,0.75,3.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,150,100,900,0.75,3.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,175,117,900,0.75,3.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,200,133,900,0.75,3.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,400,267,900,0.75,3.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,500,333,900,0.75,3.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,750,500,900,0.75,3.0,0.0,0.0,0.0,False,True,False,False,False
Conferences,125,83,300,0.75,0.75,0.75,0.0,0.0,False,False,True,False,False
Conferences,150,100,300,0.75,0.75,0.75,0.0,0.0,False,False,True,False,False
Conferences,175,117,300,0.75,0.75,0.75,0.0,0.0,False,False,True,False,False
Conferences,200,133,300,0.75,0.75,0.75,0.0,0.0,False,False,True,False,False
Conferences,400,267,300,0.75,0.75,0.75,0.0,0.0,False,False,True,False,False
Conferences,500,333,300,0.75,0.75,0.75,0.0,0.0,False,False,True,False,False
Conferences,750,500,300,0.75,0.75,0.75,0.0,0.0,False,False,True,False,False
Conferences,125,83,308,0.75,0.75,0.81,0.0,0.0,False,False,True,False,False
Conferences,150,100,308,0.75,0.75,0.81,0.0,0.0,False,False,True,False,False
Conferences,175,117,308,0.75,0.75,0.81,0.0,0.0,False,False,True,False,False
Conferences,200,133,308,0.75,0.75,0.81,0.0,0.0,False,False,True,False,False
Conferences,400,267,308,0.75,0.75,0.81,0.0,0.0,False,False,True,False,False
Conferences,500,333,308,0.75,0.75,0.81,0.0,0.0,False,False,True,False,False
Conferences,750,500,308,0.75,0.75,0.81,0.0,0.0,False,False,True,False,False
Conferences,125,83,320,0.75,0.75,0.9,0.0,0.0,False,False,True,False,False
Conferences,150,100,320,0.75,0.75,0.9,0.0,0.0,False,False,True,False,False
Conferences,175,117,320,0.75,0.75,0.9,0.0,0.0,False,False,True,False,False
Conferences,200,133,320,0.75,0.75,0.9,0.0,0.0,False,False,True,False,False
Conferences,400,267,320,0.75,0.75,0.9,0.0,0.0,False,False,True,False,False
Conferences,500,333,320,0.75,0.75,0.9,0.0,0.0,False,False,True,False,False
Conferences,750,500,320,0.75,0.75,0.9,0.0,0.0,False,False,True,False,False
Conferences,125,83,333,0.75,0.75,1.0,0.0,0.0,False,False,True,False,False
Conferences,150,100,333,0.75,0.75,1.0,0.0,0.0,False,False,True,False,False
Conferences,175,117,333,0.75,0.75,1.0,0.0,0.0,False,False,True,False,False
Conferences,200,133,333,0.75,0.75,1.0,0.0,0.0,False,False,True,False,False
Conferences,400,267,333,0.75,0.75,1.0,0.0,0.0,False,False,True,False,False
Conferences,500,333,333,0.75,0.75,1.0,0.0,0.0,False,False,True,False,False
Conferences,750,500,333,0.75,0.75,1.0,0.0,0.0,False,False,True,False,False
Conferences,125,83,360,0.75,0.75,1.2,0.0,0.0,False,False,True,False,False
Conferences,150,100,360,0.75,0.75,1.2,0.0,0.0,False,False,True,False,False
Conferences,175,117,360,0.75,0.75,1.2,0.0,0.0,False,False,True,False,False
Conferences,200,133,360,0.75,0.75,1.2,0.0,0.0,False,False,True,False,False
Conferences,400,267,360,0.75,0.75,1.2,0.0,0.0,False,False,True,False,False
Conferences,500,333,360,0.75,0.75,1.2,0.0,0.0,False,False,True,False,False
Conferences,750,500,360,0.75,0.75,1.2,0.0,0.0,False,False,True,False,False
Conferences,125,83,400,0.75,0.75,1.5,0.0,0.0,False,False,True,False,False
Conferences,150,100,400,0.75,0.75,1.5,0.0,0.0,False,False,True,False,False
Conferences,175,117,400,0.75,0.75,1.5,0.0,0.0,False,False,True,False,False
Conferences,200,133,400,0.75,0.75,1.5,0.0,0.0,False,False,True,False,False
Conferences,400,267,400,0.75,0.75,1.5,0.0,0.0,False,False,True,False,False
Conferences,500,333,400,0.75,0.75,1.5,0.0,0.0,False,False,True,False,False
Conferences,750,500,400,0.75,0.75,1.5,0.0,0.0,False,False,True,False,False
Conferences,125,83,900,0.75,0.75,2.0,0.0,0.0,False,False,True,False,False
Conferences,150,100,900,0.75,0.75,2.0,0.0,0.0,False,False,True,False,False
Conferences,175,117,900,0.75,0.75,2.0,0.0,0.0,False,False,True,False,False
Conferences,200,133,900,0.75,0.75,2.0,0.0,0.0,False,False,True,False,False
Conferences,400,267,900,0.75,0.75,2.0,0.0,0.0,False,False,True,False,False
Conferences,500,333,900,0.75,0.75,2.0,0.0,0.0,False,False,True,False,False
Conferences,750,500,900,0.75,0.75,2.0,0.0,0.0,False,False,True,False,False
Conferences,125,83,990,0.75,0.75,2.2,0.0,0.0,False,False,True,False,False
Conferences,150,100,990,0.75,0.75,2.2,0.0,0.0,False,False,True,False,False
Conferences,175,117,990,0.75,0.75,2.2,0.0,0.0,False,False,True,False,False
Conferences,200,133,990,0.75,0.75,2.2,0.0,0.0,False,False,True,False,False
Conferences,400,267,990,0.75,0.75,2.2,0.0,0.0,False,False,True,False,False
Conferences,500,333,990,0.75,0.75,2.2,0.0,0.0,False,False,True,False,False
Conferences,750,500,990,0.75,0.75,2.2,0.0,0.0,False,False,True,False,False
Conferences,125,83,1080,0.75,0.75,2.4,0.0,0.0,False,False,True,False,False
Conferences,150,100,1080,0.75,0.75,2.4,0.0,0.0,False,False,True,False,False
Conferences,175,117,1080,0.75,0.75,2.4,0.0,0.0,False,False,True,False,False
Conferences,200,133,1080,0.75,0.75,2.4,0.0,0.0,False,False,True,False,False
Conferences,400,267,1080,0.75,0.75,2.4,0.0,0.0,False,False,True,False,False
Conferences,500,333,1080,0.75,0.75,2.4,0.0,0.0,False,False,True,False,False
Conferences,750,500,1080,0.75,0.75,2.4,0.0,0.0,False,False,True,False,False
Conferences,125,83,1350,0.75,0.75,3.0,0.0,0.0,False,False,True,False,False
Conferences,150,100,1350,0.75,0.75,3.0,0.0,0.0,False,False,True,False,False
Conferences,175,117,1350,0.75,0.75,3.0,0.0,0.0,False,False,True,False,False
Conferences,200,133,1350,0.75,0.75,3.0,0.0,0.0,False,False,True,False,False
Conferences,400,267,1350,0.75,0.75,3.0,0.0,0.0,False,False,True,False,False
Conferences,500,333,1350,0.75,0.75,3.0,0.0,0.0,False,False,True,False,False
Conferences,750,500,1350,0.75,0.75,3.0,0.0,0.0,False,False,True,False,False
Conferences,125,83,316,0.75,0.81,0.81,0.0,0.0,False,False,True,False,False
Conferences,150,100,316,0.75,0.81,0.81,0.0,0.0,False,False,True,False,False
Conferences,175,117,316,0.75,0.81,0.81,0.0,0.0,False,False,True,False,False
Conferences,200,133,316,0.75,0.81,0.81,0.0,0.0,False,False,True,False,False
Conferences,400,267,316,0.75,0.81,0.81,0.0,0.0,False,False,True,False,False
Conferences,500,333,316,0.75,0.81,0.81,0.0,0.0,False,False,True,False,False
Conferences,750,500,316,0.75,0.81,0.81,0.0,0.0,False,False,True,False,False
Conferences,125,83,340,0.75,0.9,0.9,0.0,0.0,False,False,True,False,False
Conferences,150,100,340,0.75,0.9,0.9,0.0,0.0,False,False,True,False,False
Conferences,175,117,340,0.75,0.9,0.9,0.0,0.0,False,False,True,False,False
Conferences,200,133,340,0.75,0.9,0.9,0.0,0.0,False,False,True,False,False
Conferences,400,267,340,0.75,0.9,0.9,0.0,0.0,False,False,True,False,False
Conferences,500,333,340,0.75,0.9,0.9,0.0,0.0,False,False,True,False,False
Conferences,750,500,340,0.75,0.9,0.9,0.0,0.0,False,False,True,False,False
Conferences,125,83,367,0.75,1.0,1.0,0.0,0.0,False,False,True,False,False
Conferences,150,100,367,0.75,1.0,1.0,0.0,0.0,False,False,True,False,False
Conferences,175,117,367,0.75,1.0,1.0,0.0,0.0,False,False,True,False,False
Conferences,200,133,367,0.75,1.0,1.0,0.0,0.0,False,False,True,False,False
Conferences,400,267,367,0.75,1.0,1.0,0.0,0.0,False,False,True,False,False
Conferences,500,333,367,0.75,1.0,1.0,0.0,0.0,False,False,True,False,False
Conferences,750,500,367,0.75,1.0,1.0,0.0,0.0,False,False,True,False,False
Conferences,125,83,420,0.75,1.2,1.2,0.0,0.0,False,False,True,False,False
Conferences,150,100,420,0.75,1.2,1.2,0.0,0.0,False,False,True,False,False
Conferences,175,117,420,0.75,1.2,1.2,0.0,0.0,False,False,True,False,False
Conferences,200,133,420,0.75,1.2,1.2,0.0,0.0,False,False,True,False,False
Conferences,400,267,420,0.75,1.2,1.2,0.0,0.0,False,False,True,False,False
Conferences,500,333,420,0.75,1.2,1.2,0.0,0.0,False,False,True,False,False
Conferences,750,500,420,0.75,1.2,1.2,0.0,0.0,False,False,True,False,False
Conferences,125,83,500,0.75,1.5,1.5,0.0,0.0,False,False,True,False,False
Conferences,150,100,500,0.75,1.5,1.5,0.0,0.0,False,False,True,False,False
Conferences,175,117,500,0.75,1.5,1.5,0.0,0.0,False,False,True,False,False
Conferences,200,133,500,0.75,1.5,1.5,0.0,0.0,False,False,True,False,False
Conferences,400,267,500,0.75,1.5,1.5,0.0,0.0,False,False,True,False,False
Conferences,500,333,500,0.75,1.5,1.5,0.0,0.0,False,False,True,False,False
Conferences,750,500,500,0.75,1.5,1.5,0.0,0.0,False,False,True,False,False
Conferences,125,83,900,0.75,2.0,2.0,0.0,0.0,False,False,True,False,False
Conferences,150,100,900,0.75,2.0,2.0,0.0,0.0,False,False,True,False,False
Conferences,175,117,900,0.75,2.0,2.0,0.0,0.0,False,False,True,False,False
Conferences,200,133,900,0.75,2.0,2.0,0.0,0.0,False,False,True,False,False
Conferences,400,267,900,0.75,2.0,2.0,0.0,0.0,False,False,True,False,False
Conferences,500,333,900,0.75,2.0,2.0,0.0,0.0,False,False,True,False,False
Conferences,750,500,900,0.75,2.0,2.0,0.0,0.0,False,False,True,False,False
Conferences,125,83,990,0.75,2.2,2.2,0.0,0.0,False,False,True,False,False
Conferences,150,100,990,0.75,2.2,2.2,0.0,0.0,False,False,True,False,False
Conferences,175,117,990,0.75,2.2,2.2,0.0,0.0,False,False,True,False,False
Conferences,200,133,990,0.75,2.2,2.2,0.0,0.0,False,False,True,False,False
Conferences,400,267,990,0.75,2.2,2.2,0.0,0.0,False,False,True,False,False
Conferences,500,333,990,0.75,2.2,2.2,0.0,0.0,False,False,True,False,False
Conferences,750,500,990,0.75,2.2,2.2,0.0,0.0,False,False,True,False,False
Conferences,125,83,1080,0.75,2.4,2.4,0.0,0.0,False,False,True,False,False
Conferences,150,100,1080,0.75,2.4,2.4,0.0,0.0,False,False,True,False,False
Conferences,175,117,1080,0.75,2.4,2.4,0.0,0.0,False,False,True,False,False
Conferences,200,133,1080,0.75,2.4,2.4,0.0,0.0,False,False,True,False,False
Conferences,400,267,1080,0.75,2.4,2.4,0.0,0.0,False,False,True,False,False
Conferences,500,333,1080,0.75,2.4,2.4,0.0,0.0,False,False,True,False,False
Conferences,750,500,1080,0.75,2.4,2.4,0.0,0.0,False,False,True,False,False
Conferences,125,83,1350,0.75,3.0,3.0,0.0,0.0,False,False,False,True,False
Conferences,150,100,1350,0.75,3.0,3.0,0.0,0.0,False,False,False,True,False
Conferences,175,117,1350,0.75,3.0,3.0,0.0,0.0,False,False,False,True,False
Conferences,200,133,1350,0.75,3.0,3.0,0.0,0.0,False,False,False,True,False
Conferences,400,267,1350,0.75,3.0,3.0,0.0,0.0,False,False,False,True,False
Conferences,500,333,1350,0.75,3.0,3.0,0.0,0.0,False,False,False,True,False
Conferences,750,500,1350,0.75,3.0,3.0,0.0,0.0,False,False,False,True,False
Conferences,125,83,400,0.75,0.75,0.75,0.75,0.0,False,False,False,True,False
